Time,PlayerFish,TotalFish,Self,Cross,Score
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
0,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
1,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
2,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
3,1,1,0 (0%),0 (0%),100
